#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	t0_1d_metagenome	t0_2d_metagenome	t0_3d_metagenome	t1_1d_metagenome	t1_2d_metagenome	t1_3d_metagenome	t2_1d_metagenome	t2_2d_metagenome	t2_3d_metagenome	t3_1d_metagenome	t3_2d_metagenome	t3_3d_metagenome	t4_1d_metagenome	t4_2d_metagenome	t4_3d_metagenome	t5_1d_metagenome	t5_2d_metagenome	t5_3d_metagenome	t6_1d_metagenome	t6_2d_metagenome	t6_3d_metagenome
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_sacchari|t__SGB101995	0.0	0.0	0.0	0.0	0.0	0.05456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Cellvibrio|s__Cellvibrio_sp_pealriver|t__SGB28935	0.0	0.0	0.0	0.0	0.0	0.04465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Pusillimonas_ex_Stolz_et_al_2005|s__Pusillimonas_sp_TS35|t__SGB88688	0.0	0.0	0.0	0.0	0.0	0.02261	0.0	0.55866	0.11426	0.22362	0.0	0.13555	0.1516	0.0	0.0952	0.20375	0.0	0.14705	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_aurantiaca|t__SGB16470	0.0	0.0	0.0	0.0	0.0	0.0144	0.05684	0.20501	0.37332	0.0	0.0	0.15177	0.0	0.14041	0.27683	0.05967	0.07383	0.08579	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Acetonema|s__Acetonema_longum|t__SGB6912	0.0	0.0	0.0	0.0	0.0	0.01351	0.0	0.03433	0.14546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_roseicoloratus|t__SGB34672	0.0	0.0	0.0	0.0	0.0	0.01326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum|t__SGB6170	0.0	0.0	0.0	0.0	0.0	0.01111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02963	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Chlamydiae	0.0	0.0	0.0	0.0	0.0	0.0	0.55992	0.01193	0.03944	0.0	0.58524	0.0	0.0	0.40696	0.02551	0.0	0.26858	0.0	0.0	0.0	0.0
k__Bacteria|p__Chlamydiae|c__Chlamydiia	0.0	0.0	0.0	0.0	0.0	0.0	0.55992	0.01193	0.03944	0.0	0.58524	0.0	0.0	0.40696	0.02551	0.0	0.26858	0.0	0.0	0.0	0.0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales	0.0	0.0	0.0	0.0	0.0	0.0	0.55992	0.01193	0.03944	0.0	0.58524	0.0	0.0	0.40696	0.02551	0.0	0.26858	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.01777	0.0	0.00094	0.0	0.05965	0.0	0.0	0.09894	0.0	0.0	0.019	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.66103	0.06072	0.08466	0.13998	0.6338	0.11258	0.03691	0.65024	0.08353	0.10102	1.01353	0.23981	0.0	0.00987	0.0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Criblamydiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.55992	0.01193	0.03944	0.0	0.58524	0.0	0.0	0.40696	0.02551	0.0	0.26858	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.02052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.01777	0.0	0.00094	0.0	0.05965	0.0	0.0	0.09894	0.0	0.0	0.019	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.01106	0.34497	0.28737	0.40866	0.00158	0.24438	0.13385	0.08235	0.03533	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Peribacillus	0.0	0.0	0.0	0.0	0.0	0.0	2.00174	5.12763	18.26362	5.53054	2.12048	22.72092	6.7043	2.04304	25.1389	9.27073	5.76841	33.83132	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis	0.0	0.0	0.0	0.0	0.0	0.0	1.44153	0.15238	0.81613	1.27711	0.58634	0.68646	0.47726	0.19413	0.11677	0.15782	0.0	0.01878	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae|g__Sandaracinus	0.0	0.0	0.0	0.0	0.0	0.0	0.66103	0.06072	0.08466	0.13998	0.6338	0.11258	0.03691	0.65024	0.08353	0.10102	1.01353	0.23981	0.0	0.00987	0.0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Criblamydiaceae|g__Criblamydia	0.0	0.0	0.0	0.0	0.0	0.0	0.55992	0.01193	0.03944	0.0	0.58524	0.0	0.0	0.40696	0.02551	0.0	0.26858	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Pseudoflavitalea	0.0	0.0	0.0	0.0	0.0	0.0	0.47661	0.0359	0.09179	0.08967	0.37654	0.17064	0.01197	0.02909	0.0	0.0	0.13	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Catellatospora	0.0	0.0	0.0	0.0	0.0	0.0	0.24293	0.05762	0.00352	0.02666	0.32816	0.0905	0.24876	0.3788	0.01076	0.3246	0.27458	0.02996	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.08505	0.0	0.0	0.0	0.75839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Microlunatus	0.0	0.0	0.0	0.0	0.0	0.0	0.02052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae|g__Vitreimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.01777	0.0	0.00094	0.0	0.05965	0.0	0.0	0.09894	0.0	0.0	0.019	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera	0.0	0.0	0.0	0.0	0.0	0.0	0.01106	0.34497	0.28737	0.40866	0.00158	0.24438	0.13385	0.08235	0.03533	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Peribacillus|s__Peribacillus_asahii	0.0	0.0	0.0	0.0	0.0	0.0	2.00174	5.12763	18.26362	5.53054	2.12048	22.72092	6.7043	2.04304	25.1389	9.27073	5.76841	33.83132	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp_H057	0.0	0.0	0.0	0.0	0.0	0.0	1.17869	0.12779	0.58872	1.23143	0.48971	0.60834	0.47726	0.19413	0.11677	0.15782	0.0	0.01878	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae|g__Sandaracinus|s__Sandaracinus_amylolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.66103	0.06072	0.08466	0.13998	0.6338	0.11258	0.03691	0.65024	0.08353	0.10102	1.01353	0.23981	0.0	0.00987	0.0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Criblamydiaceae|g__Criblamydia|s__Criblamydia_sequanensis	0.0	0.0	0.0	0.0	0.0	0.0	0.55992	0.01193	0.03944	0.0	0.58524	0.0	0.0	0.40696	0.02551	0.0	0.26858	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Pseudoflavitalea|s__Pseudoflavitalea_rhizosphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.47661	0.0359	0.09179	0.08967	0.37654	0.17064	0.01197	0.02909	0.0	0.0	0.13	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_soli	0.0	0.0	0.0	0.0	0.0	0.0	0.26284	0.02459	0.22741	0.04568	0.09663	0.07811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Catellatospora|s__Catellatospora_bangladeshensis	0.0	0.0	0.0	0.0	0.0	0.0	0.24293	0.05762	0.00352	0.02666	0.32816	0.0905	0.24876	0.3788	0.01076	0.3246	0.27458	0.02996	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_mucicolens	0.0	0.0	0.0	0.0	0.0	0.0	0.08505	0.0	0.0	0.0	0.75839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_stutzeri	0.0	0.0	0.0	0.0	0.0	0.0	0.02747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Microlunatus|s__Microlunatus_parietis	0.0	0.0	0.0	0.0	0.0	0.0	0.02052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae|g__Vitreimonas|s__Vitreimonas_flagellata	0.0	0.0	0.0	0.0	0.0	0.0	0.01777	0.0	0.00094	0.0	0.05965	0.0	0.0	0.09894	0.0	0.0	0.019	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera|s__Thauera_sp_2A1	0.0	0.0	0.0	0.0	0.0	0.0	0.01106	0.34497	0.28737	0.40866	0.00158	0.24438	0.13385	0.08235	0.03533	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_A_1	0.0	0.0	0.0	0.0	0.0	0.0	0.00421	0.0	0.11954	0.0	0.0	0.02131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_cymbidii	0.0	0.0	0.0	0.0	0.0	0.0	0.00142	2.00457	0.19789	0.63529	0.03139	0.00628	0.0	0.0	0.17423	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Peribacillus|s__Peribacillus_asahii|t__SGB30213	0.0	0.0	0.0	0.0	0.0	0.0	1.39729	3.72091	12.11156	3.73233	1.57469	15.05278	4.50202	1.57544	16.52539	6.24183	4.19584	22.19657	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp_H057|t__SGB11583	0.0	0.0	0.0	0.0	0.0	0.0	1.17869	0.12779	0.58872	1.23143	0.48971	0.60834	0.47726	0.19413	0.11677	0.15782	0.0	0.01878	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Sandaracinaceae|g__Sandaracinus|s__Sandaracinus_amylolyticus|t__SGB13239	0.0	0.0	0.0	0.0	0.0	0.0	0.66103	0.06072	0.08466	0.13998	0.6338	0.11258	0.03691	0.65024	0.08353	0.10102	1.01353	0.23981	0.0	0.00987	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Peribacillus|s__Peribacillus_asahii|t__SGB30214	0.0	0.0	0.0	0.0	0.0	0.0	0.60445	1.40672	6.15205	1.79822	0.54579	7.66815	2.20228	0.4676	8.61352	3.02891	1.57258	11.63475	0.0	0.0	0.0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Criblamydiaceae|g__Criblamydia|s__Criblamydia_sequanensis|t__SGB5517	0.0	0.0	0.0	0.0	0.0	0.0	0.55992	0.01193	0.03944	0.0	0.58524	0.0	0.0	0.40696	0.02551	0.0	0.26858	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Pseudoflavitalea|s__Pseudoflavitalea_rhizosphaerae|t__SGB27695	0.0	0.0	0.0	0.0	0.0	0.0	0.47661	0.0359	0.09179	0.08967	0.37654	0.17064	0.01197	0.02909	0.0	0.0	0.13	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_soli|t__SGB94166	0.0	0.0	0.0	0.0	0.0	0.0	0.26284	0.02459	0.22741	0.04568	0.09663	0.07811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Catellatospora|s__Catellatospora_bangladeshensis|t__SGB93378	0.0	0.0	0.0	0.0	0.0	0.0	0.24293	0.05762	0.00352	0.02666	0.32816	0.0905	0.24876	0.3788	0.01076	0.3246	0.27458	0.02996	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_mucicolens|t__SGB13145	0.0	0.0	0.0	0.0	0.0	0.0	0.08505	0.0	0.0	0.0	0.75839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_stutzeri|t__SGB12376	0.0	0.0	0.0	0.0	0.0	0.0	0.02747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Microlunatus|s__Microlunatus_parietis|t__SGB87040	0.0	0.0	0.0	0.0	0.0	0.0	0.02052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae|g__Vitreimonas|s__Vitreimonas_flagellata|t__SGB31796	0.0	0.0	0.0	0.0	0.0	0.0	0.01777	0.0	0.00094	0.0	0.05965	0.0	0.0	0.09894	0.0	0.0	0.019	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera|s__Thauera_sp_2A1|t__SGB88280	0.0	0.0	0.0	0.0	0.0	0.0	0.01106	0.34497	0.28737	0.40866	0.00158	0.24438	0.13385	0.08235	0.03533	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_A_1|t__SGB89183	0.0	0.0	0.0	0.0	0.0	0.0	0.00421	0.0	0.11954	0.0	0.0	0.02131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_cymbidii|t__SGB78093	0.0	0.0	0.0	0.0	0.0	0.0	0.00142	2.00457	0.19789	0.63529	0.03139	0.00628	0.0	0.0	0.17423	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19243	0.03424	0.1225	0.0	0.01979	0.0	0.0	0.01486	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19243	0.03424	0.1225	0.0	0.01979	0.0	0.0	0.01486	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10086	1.38108	0.04227	0.0	1.41876	0.16538	0.0	1.62567	0.19598	0.023	2.66635	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Afipia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09494	0.0	0.07377	0.0	0.0	0.1652	0.0	0.0	0.06442	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Aromatoleum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08054	0.01684	0.02547	0.0	0.02108	0.10474	0.15222	0.03767	0.03486	0.11161	0.02558	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Castellaniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07508	0.0	0.00457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Agriterribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06736	0.00982	0.04745	0.0	0.02183	0.00982	0.0	0.0	0.02173	0.0	0.00141	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06355	0.14355	0.2462	0.0646	0.10412	0.01887	0.07329	0.05611	0.00955	0.02428	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Mycoplana	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00658	0.01077	0.0	0.0	0.00477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Paenarthrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00589	0.28155	0.0	0.0	0.09244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Pedococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae|g__Anaeromyxobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_composti	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34141	0.03771	1.17994	0.00787	0.00889	0.35848	0.0	0.0	0.18234	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_SYP_A9085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65859	0.45167	0.62969	0.0	0.43576	0.41331	0.0	0.18155	0.5065	0.0	0.07893	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga|s__Chitinophaga_alhagiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20919	0.17534	0.14575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_aetherivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17812	0.35623	0.0	0.0	0.30996	0.06525	0.0	0.15435	0.06907	0.0	0.27619	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter_denitrificans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16207	0.03424	0.1225	0.0	0.01979	0.0	0.0	0.01486	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_composti	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10086	1.32406	0.04227	0.0	1.36246	0.16538	0.0	1.57459	0.19598	0.023	2.43298	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia_carboxidovorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09494	0.0	0.07377	0.0	0.0	0.1652	0.0	0.0	0.06442	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_chersina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08368	0.13128	0.21975	0.0532	0.38351	0.12141	0.0	0.38696	0.05272	0.0	0.20398	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Aromatoleum|s__Aromatoleum_petrolei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08054	0.01684	0.02547	0.0	0.02108	0.10474	0.15222	0.03767	0.03486	0.11161	0.02558	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Castellaniella|s__Castellaniella_defragrans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07508	0.0	0.00457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Agriterribacter|s__Agriterribacter_humi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06736	0.00982	0.04745	0.0	0.02183	0.00982	0.0	0.0	0.02173	0.0	0.00141	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_dioxanivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06355	0.14355	0.2462	0.0646	0.10412	0.01887	0.07329	0.05611	0.00955	0.02428	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis_benzoatilytica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter_sp_LX_99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__Planctomyces|s__Planctomyces_sp_SH_PL62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01226	0.0071	0.02064	0.0	0.00466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_YJN_G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00895	0.0	0.02405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
